Latitude (decimal degrees):	5.387
Longitude (decimal degrees):	-71.678
Elevation (m):	172
Radiation database:	PVGIS-ERA5


Slope: 45 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	3.9
System losses (%):	16.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220419:1030,0.0,0.0,0.0,0.0,-2.88,23.45,1.03,0.0
20220419:1130,390.0,78.19,62.0,2.24,11.79,23.29,0.97,0.0
20220419:1230,1336.76,260.58,186.12,8.38,26.49,23.96,0.97,0.0
20220419:1330,1814.35,340.44,273.24,14.16,41.2,25.46,1.52,0.0
20220419:1430,1866.36,368.59,262.27,16.91,55.87,26.73,1.93,0.0
20220419:1530,2215.52,518.53,238.77,23.2,70.32,27.75,2.21,0.0
20220419:1630,1880.49,402.61,234.83,22.69,82.97,29.01,2.21,0.0
20220419:1730,1892.16,420.88,224.23,21.6,77.69,29.53,2.0,0.0
20220419:1830,1511.39,273.89,240.17,15.19,63.66,29.86,1.79,0.0
20220419:1930,2074.3,506.13,215.31,17.1,49.07,29.45,1.52,0.0
20220419:2030,1632.13,395.54,165.92,10.87,34.38,29.83,1.31,0.0
20220419:2130,1387.23,365.56,110.36,6.24,19.66,29.59,1.17,0.0
20220419:2230,629.4,186.47,35.6,1.14,4.97,28.99,0.76,0.0
20220419:2330,0.0,0.0,0.0,0.0,0.0,28.16,0.69,0.0
20220420:0030,0.0,0.0,0.0,0.0,0.0,27.36,1.1,0.0
20220420:0130,0.0,0.0,0.0,0.0,0.0,26.84,1.24,0.0
20220420:0230,0.0,0.0,0.0,0.0,0.0,26.18,1.1,0.0
20220420:0330,0.0,0.0,0.0,0.0,0.0,25.84,1.17,0.0
20220420:0430,0.0,0.0,0.0,0.0,0.0,25.39,1.1,0.0
20220420:0530,0.0,0.0,0.0,0.0,0.0,24.95,1.17,0.0
20220420:0630,0.0,0.0,0.0,0.0,0.0,24.7,1.31,0.0
20220420:0730,0.0,0.0,0.0,0.0,0.0,24.76,1.38,0.0
20220420:0830,0.0,0.0,0.0,0.0,0.0,24.68,1.38,0.0
20220420:0930,0.0,0.0,0.0,0.0,0.0,24.56,1.31,0.0
20220420:1030,0.0,0.0,0.0,0.0,-2.79,24.53,1.24,0.0
20220420:1130,956.22,236.37,84.7,3.3,11.86,24.39,1.31,0.0
20220420:1230,1322.21,287.65,154.54,7.85,26.55,25.4,1.45,0.0
20220420:1330,1493.22,308.62,190.63,11.37,41.24,26.62,2.07,0.0
20220420:1430,2409.29,615.12,214.94,21.15,55.88,27.63,2.41,0.0
20220420:1530,2382.76,629.3,193.36,25.13,70.27,29.03,2.41,0.0
20220420:1630,2239.78,564.36,208.09,27.72,82.71,30.0,2.28,0.0
20220420:1730,2315.2,607.89,198.01,27.01,77.48,30.75,2.21,0.0
20220420:1830,1414.34,255.54,228.16,14.33,63.54,30.8,1.52,0.0
20220420:1930,1324.09,279.16,167.83,11.22,48.99,28.79,1.66,0.0
20220420:2030,1200.55,240.35,164.49,8.68,34.31,27.27,1.31,0.0
20220420:2130,682.53,142.56,93.9,4.1,19.62,27.09,0.41,0.0
20220420:2230,302.88,88.61,26.02,0.84,4.94,26.49,0.41,0.0
20220420:2330,0.0,0.0,0.0,0.0,0.0,25.78,0.69,0.0
20220421:0030,0.0,0.0,0.0,0.0,0.0,25.44,0.48,0.0
20220421:0130,0.0,0.0,0.0,0.0,0.0,24.97,0.62,0.0
20220421:0230,0.0,0.0,0.0,0.0,0.0,24.85,1.03,0.0
20220421:0330,0.0,0.0,0.0,0.0,0.0,24.61,1.24,0.0
20220421:0430,0.0,0.0,0.0,0.0,0.0,24.18,1.31,0.0
20220421:0530,0.0,0.0,0.0,0.0,0.0,23.84,0.62,0.0
20220421:0630,0.0,0.0,0.0,0.0,0.0,24.2,0.14,0.0
20220421:0730,0.0,0.0,0.0,0.0,0.0,23.76,0.9,0.0
20220421:0830,0.0,0.0,0.0,0.0,0.0,23.7,0.97,0.0
20220421:0930,0.0,0.0,0.0,0.0,0.0,23.65,1.03,0.0
20220421:1030,0.0,0.0,0.0,0.0,-2.7,23.7,0.83,0.0
20220421:1130,603.06,122.04,86.34,2.98,11.93,23.65,0.34,0.0
20220421:1230,1147.38,241.27,144.19,7.12,26.6,24.66,0.48,0.0
20220421:1330,975.86,184.88,140.79,7.88,41.28,25.23,1.52,0.0
20220421:1430,827.1,32.84,247.53,9.26,55.89,25.51,1.72,0.0
20220421:1530,1263.49,198.37,220.6,13.3,70.23,25.78,2.0,0.0
20220421:1630,1473.63,210.03,281.3,17.16,82.45,26.73,2.21,0.0
20220421:1730,1762.03,282.53,313.9,19.86,77.27,27.66,1.86,0.0
20220421:1830,1738.43,293.19,299.4,17.5,63.42,28.99,1.93,0.0
20220421:1930,793.6,83.65,189.76,8.13,48.9,29.02,1.38,0.0
20220421:2030,289.67,10.65,99.4,3.59,34.25,26.92,1.86,0.0
20220421:2130,76.38,2.7,35.75,1.26,19.57,25.62,1.1,0.0
20220421:2230,6.66,0.0,9.84,0.34,4.92,25.44,0.34,0.0
20220421:2330,0.0,0.0,0.0,0.0,0.0,25.03,0.69,0.0
20220422:0030,0.0,0.0,0.0,0.0,0.0,24.72,1.24,0.0
20220422:0130,0.0,0.0,0.0,0.0,0.0,24.41,1.24,0.0
20220422:0230,0.0,0.0,0.0,0.0,0.0,24.18,1.03,0.0
20220422:0330,0.0,0.0,0.0,0.0,0.0,24.04,1.03,0.0
20220422:0430,0.0,0.0,0.0,0.0,0.0,23.88,1.17,0.0
20220422:0530,0.0,0.0,0.0,0.0,0.0,23.75,1.24,0.0
20220422:0630,0.0,0.0,0.0,0.0,0.0,23.58,1.1,0.0
20220422:0730,0.0,0.0,0.0,0.0,0.0,23.76,1.24,0.0
20220422:0830,0.0,0.0,0.0,0.0,0.0,23.67,1.38,0.0
20220422:0930,0.0,0.0,0.0,0.0,0.0,23.53,1.31,0.0
20220422:1030,0.0,0.0,0.0,0.0,-2.61,23.41,1.45,0.0
20220422:1130,48.09,0.0,27.68,0.96,12.0,23.34,1.38,0.0
20220422:1230,496.19,74.87,98.08,4.13,26.66,23.48,1.24,0.0
20220422:1330,957.96,130.79,188.56,8.49,41.31,24.1,1.52,0.0
20220422:1430,1091.13,128.97,234.54,10.86,55.89,24.84,1.59,0.0
20220422:1530,1152.27,121.96,262.62,12.51,70.17,25.76,1.79,0.0
20220422:1630,1003.19,134.73,200.39,11.73,82.19,26.29,1.79,0.0
20220422:1730,1656.0,274.68,281.91,18.53,77.05,26.54,1.59,0.0
20220422:1830,2520.83,685.53,199.95,24.69,63.3,27.6,1.52,0.0
20220422:1930,2413.72,660.15,187.5,19.45,48.82,29.63,2.0,0.0
20220422:2030,2071.99,562.74,155.24,13.0,34.19,29.92,2.07,0.0
20220422:2130,1554.98,410.67,120.95,6.8,19.53,29.75,2.0,0.0
20220422:2230,809.5,228.88,51.76,1.42,4.89,29.27,1.66,0.0
20220422:2330,0.0,0.0,0.0,0.0,0.0,28.05,1.31,0.0
20220423:0030,0.0,0.0,0.0,0.0,0.0,27.19,1.52,0.0
20220423:0130,0.0,0.0,0.0,0.0,0.0,26.52,1.66,0.0
20220423:0230,0.0,0.0,0.0,0.0,0.0,25.94,1.59,0.0
20220423:0330,0.0,0.0,0.0,0.0,0.0,25.45,1.52,0.0
20220423:0430,0.0,0.0,0.0,0.0,0.0,24.97,1.38,0.0
