Latitude (decimal degrees):	1.870
Longitude (decimal degrees):	-72.158
Elevation (m):	210
Radiation database:	PVGIS-ERA5


Slope: 43 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	3.9
System losses (%):	16.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20221114:1630,2449.1,646.53,213.92,24.04,69.93,29.96,2.07,0.0
20221114:1730,2454.45,673.09,197.26,23.05,65.57,30.82,1.86,0.0
20221114:1830,1932.7,403.89,269.77,16.44,54.98,31.39,1.86,0.0
20221114:1930,1669.28,318.64,255.22,12.55,42.14,29.75,1.72,0.0
20221114:2030,668.71,86.8,146.3,5.42,28.45,28.06,0.9,0.0
20221114:2130,256.56,50.21,48.99,1.78,14.41,26.61,1.52,0.0
20221114:2230,1.35,0.0,6.63,0.23,0.2,25.99,0.76,0.0
20221114:2330,0.0,0.0,0.0,0.0,0.0,25.66,0.55,0.0
20221115:0030,0.0,0.0,0.0,0.0,0.0,25.33,0.76,0.0
20221115:0130,0.0,0.0,0.0,0.0,0.0,25.18,1.17,0.0
20221115:0230,0.0,0.0,0.0,0.0,0.0,24.78,1.31,0.0
20221115:0330,0.0,0.0,0.0,0.0,0.0,24.59,1.17,0.0
20221115:0430,0.0,0.0,0.0,0.0,0.0,24.25,1.1,0.0
20221115:0530,0.0,0.0,0.0,0.0,0.0,23.99,0.9,0.0
20221115:0630,0.0,0.0,0.0,0.0,0.0,23.69,0.97,0.0
20221115:0730,0.0,0.0,0.0,0.0,0.0,23.81,1.1,0.0
20221115:0830,0.0,0.0,0.0,0.0,0.0,23.42,1.31,0.0
20221115:0930,0.0,0.0,0.0,0.0,0.0,22.64,1.17,0.0
20221115:1030,0.0,0.0,0.0,0.0,-1.42,22.4,1.03,0.0
20221115:1130,190.38,28.4,48.03,1.61,12.77,22.34,0.9,0.0
20221115:1230,421.84,30.89,118.99,4.05,26.82,22.6,1.45,0.0
20221115:1330,1150.42,146.32,236.67,9.43,40.53,23.71,1.38,0.0
20221115:1430,837.18,56.83,226.83,8.29,53.46,25.42,1.72,0.0
20221115:1530,1621.04,176.45,369.55,15.67,64.38,26.02,1.93,0.0
20221115:1630,1911.68,290.0,363.65,18.81,69.67,27.44,1.79,0.0
20221115:1730,1828.67,322.81,303.4,17.24,65.39,28.67,1.79,0.0
20221115:1830,1265.42,133.9,298.79,11.99,54.88,28.79,1.24,0.0
20221115:1930,1827.06,382.13,245.75,13.26,42.09,27.05,1.03,0.0
20221115:2030,1757.29,445.83,155.81,9.41,28.44,27.77,1.38,0.0
20221115:2130,965.27,229.95,100.8,3.84,14.42,27.79,0.76,0.0
20221115:2230,1.5,0.0,6.74,0.23,0.24,26.59,0.28,0.0
20221115:2330,0.0,0.0,0.0,0.0,0.0,26.27,1.03,0.0
20221116:0030,0.0,0.0,0.0,0.0,0.0,25.39,1.24,0.0
20221116:0130,0.0,0.0,0.0,0.0,0.0,24.37,0.9,0.0
20221116:0230,0.0,0.0,0.0,0.0,0.0,23.42,0.48,0.0
20221116:0330,0.0,0.0,0.0,0.0,0.0,23.18,0.41,0.0
20221116:0430,0.0,0.0,0.0,0.0,0.0,23.01,0.28,0.0
20221116:0530,0.0,0.0,0.0,0.0,0.0,22.9,0.83,0.0
20221116:0630,0.0,0.0,0.0,0.0,0.0,22.74,0.69,0.0
20221116:0730,0.0,0.0,0.0,0.0,0.0,23.5,0.9,0.0
20221116:0830,0.0,0.0,0.0,0.0,0.0,23.03,0.83,0.0
20221116:0930,0.0,0.0,0.0,0.0,0.0,22.71,0.83,0.0
20221116:1030,0.0,0.0,0.0,0.0,-1.48,22.41,0.83,0.0
20221116:1130,1001.89,220.59,114.1,3.75,12.69,22.31,0.76,0.0
20221116:1230,1665.82,408.61,155.01,8.62,26.72,24.24,0.69,0.0
20221116:1330,1623.54,370.91,176.99,11.08,40.4,25.36,0.97,0.0
20221116:1430,1985.37,477.58,204.99,15.91,53.29,26.0,0.83,0.0
